ID,name,genre,game_details,popular_tags,publisher,developer,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
fishingplanet,Fishing Planet,"FreetoPlay,MassivelyMultiplayer,Simulation,Sports","Single-player,Multi-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,Fullcontrollersupport","Fishing,FreetoPlay,Simulation,Multiplayer,Sports,Relaxing,Realistic,MassivelyMultiplayer,First-Person,Co-op,EarlyAccess,OpenWorld,Singleplayer,OnlineCo-Op,FamilyFriendly,Casual,Adventure,FPS,Action,MMORPG","FishingPlanetLLC,FishingPlanetLLC",FishingPlanetLLC,"FreetoPlay,MassivelyMultiplayer,Simulation,SportsFishingPlanetLLC,FishingPlanetLLCFishingPlanetLLC","FreetoPlay,MassivelyMultiplayer,Simulation,SportsFishing,FreetoPlay,Simulation,Multiplayer,Sports,Relaxing,Realistic,MassivelyMultiplayer,First-Person,Co-op,EarlyAccess,OpenWorld,Singleplayer,OnlineCo-Op,FamilyFriendly,Casual,Adventure,FPS,Action,MMORPGFishingPlanetLLC","FreetoPlay,MassivelyMultiplayer,Simulation,SportsFishing,FreetoPlay,Simulation,Multiplayer,Sports,Relaxing,Realistic,MassivelyMultiplayer,First-Person,Co-op,EarlyAccess,OpenWorld,Singleplayer,OnlineCo-Op,FamilyFriendly,Casual,Adventure,FPS,Action,MMORPGSingle-player,Multi-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,Fullcontrollersupport","FreetoPlay,MassivelyMultiplayer,Simulation,SportsFishingPlanetLLC,FishingPlanetLLCFishingPlanetLLCSingle-player,Multi-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,Fullcontrollersupport"
justcause3,Just Cause™ 3,"Action,Adventure","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","OpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPG","SquareEnix,SquareEnix",AvalancheStudios,"Action,AdventureSquareEnix,SquareEnixAvalancheStudios","Action,AdventureOpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPGAvalancheStudios","Action,AdventureOpenWorld,Action,Destruction,Third-PersonShooter,Adventure,Singleplayer,Shooter,Multiplayer,ThirdPerson,Sandbox,Exploration,Physics,Funny,Atmospheric,Comedy,Parkour,GreatSoundtrack,Co-op,Moddable,RPGSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards","Action,AdventureSquareEnix,SquareEnixAvalancheStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards"
bioshockinfinite,BioShock Infinite,Action,"Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","FPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPG","2K,Aspyr(Mac),2K,Aspyr(Mac)","IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","Action2K,Aspyr(Mac),2K,Aspyr(Mac)IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","ActionFPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPGIrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)","ActionFPS,StoryRich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,AlternateHistory,Beautiful,Adventure,GreatSoundtrack,Dystopian,Sci-fi,TimeTravel,Fantasy,Gore,Linear,RPGSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action2K,Aspyr(Mac),2K,Aspyr(Mac)IrrationalGames,Aspyr(Mac),VirtualProgramming(Linux)Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
menofwarassaultsquad2,Men of War: Assault Squad 2,"Action,Simulation,Strategy","Single-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor","Strategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,Classic","1CEntertainment,1CEntertainment",Digitalmindsoft,"Action,Simulation,Strategy1CEntertainment,1CEntertainmentDigitalmindsoft","Action,Simulation,StrategyStrategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicDigitalmindsoft","Action,Simulation,StrategyStrategy,WorldWarII,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,RealTimeTactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor","Action,Simulation,Strategy1CEntertainment,1CEntertainmentDigitalmindsoftSingle-player,Multi-player,Co-op,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Stats,SteamLeaderboards,Includesleveleditor"
dungeonsdragonsonline,Dungeons & Dragons Online®,"Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPG",MMO,"FreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-Op","StandingStoneGames,LLC,StandingStoneGames,LLC","StandingStoneGames,LLC","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGStandingStoneGames,LLC,StandingStoneGames,LLCStandingStoneGames,LLC","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGFreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-OpStandingStoneGames,LLC","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGFreetoPlay,RPG,MMORPG,MassivelyMultiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,OpenWorld,Magic,Dungeons&Dragons,ThirdPerson,Co-op,CharacterCustomization,DungeonCrawler,Puzzle,Sandbox,FPS,OnlineCo-OpMMO","Action,Adventure,FreetoPlay,MassivelyMultiplayer,RPGStandingStoneGames,LLC,StandingStoneGames,LLCStandingStoneGames,LLCMMO"
metalgearsolidvthephantompain,METAL GEAR SOLID V: THE PHANTOM PAIN,"Action,Adventure","Single-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards","Stealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fi","KonamiDigitalEntertainment,KonamiDigitalEntertainment",KonamiDigitalEntertainment,"Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKonamiDigitalEntertainment","Action,AdventureStealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fiKonamiDigitalEntertainment","Action,AdventureStealth,OpenWorld,StoryRich,Action,Tactical,Cinematic,GreatSoundtrack,ThirdPerson,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-PersonShooter,Shooter,ReplayValue,Sandbox,Masterpiece,Dark,Sci-fiSingle-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards","Action,AdventureKonamiDigitalEntertainment,KonamiDigitalEntertainmentKonamiDigitalEntertainmentSingle-player,Multi-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,Captionsavailable,SteamCloud,SteamLeaderboards"
heroesgenerals,Heroes & Generals,"Action,FreetoPlay,Indie,MassivelyMultiplayer,Strategy","Multi-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases","FreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,Indie","RETOMOTO,RETOMOTO",RETOMOTO,"Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyRETOMOTO,RETOMOTORETOMOTO","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,IndieRETOMOTO","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyFreetoPlay,WorldWarII,FPS,Multiplayer,War,Shooter,Action,First-Person,MassivelyMultiplayer,Tactical,Strategy,Co-op,Historical,OpenWorld,Singleplayer,Simulation,Atmospheric,Adventure,EarlyAccess,IndieMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases","Action,FreetoPlay,Indie,MassivelyMultiplayer,StrategyRETOMOTO,RETOMOTORETOMOTOMulti-player,OnlineMulti-Player,MMO,OnlineCo-op,In-AppPurchases"
universesandbox,Universe Sandbox ²,"Casual,Indie,Simulation,EarlyAccess","Single-player,PartialControllerSupport","EarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,Exploration","GiantArmy,GiantArmy",GiantArmy,"Casual,Indie,Simulation,EarlyAccessGiantArmy,GiantArmyGiantArmy","Casual,Indie,Simulation,EarlyAccessEarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,ExplorationGiantArmy","Casual,Indie,Simulation,EarlyAccessEarlyAccess,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,EarlyAccess,GodGame,Singleplayer,OpenWorld,Indie,Atmospheric,Casual,VR,GreatSoundtrack,Sci-fi,ExplorationSingle-player,PartialControllerSupport","Casual,Indie,Simulation,EarlyAccessGiantArmy,GiantArmyGiantArmySingle-player,PartialControllerSupport"
fableanniversary,Fable Anniversary,RPG,"Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud","RPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,Sandbox","XboxGameStudios,XboxGameStudios",LionheadStudios,"RPGXboxGameStudios,XboxGameStudiosLionheadStudios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,SandboxLionheadStudios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,OpenWorld,Singleplayer,Remake,Atmospheric,ActionRPG,ThirdPerson,StoryRich,ChoicesMatter,Action,Comedy,GreatSoundtrack,CharacterCustomization,Medieval,Magic,SandboxSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud","RPGXboxGameStudios,XboxGameStudiosLionheadStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamWorkshop,SteamCloud"
baldursgateiienhancededition,Baldur's Gate II: Enhanced Edition,"RPG,Strategy","Single-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud","RPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,Romance","Beamdog,Beamdog",Beamdog,"RPG,StrategyBeamdog,BeamdogBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,RomanceBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-BasedRPG,Dungeons&Dragons,Real-TimewithPause,Strategy,StoryRich,Masterpiece,CRPG,Singleplayer,Adventure,OldSchool,CharacterCustomization,Magic,Atmospheric,Multiplayer,Remake,RomanceSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud","RPG,StrategyBeamdog,BeamdogBeamdogSingle-player,Multi-player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Captionsavailable,SteamCloud"
freestyle2streetbasketball,Freestyle 2: Street Basketball,"Action,Casual,FreetoPlay,MassivelyMultiplayer,Sports","OnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport","FreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2D","Joycity,Joycity",Joycity,"Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsJoycity,JoycityJoycity","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsFreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2DJoycity","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsFreetoPlay,Basketball,Sports,Multiplayer,MassivelyMultiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,GreatSoundtrack,OpenWorld,FPS,2DOnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport","Action,Casual,FreetoPlay,MassivelyMultiplayer,SportsJoycity,JoycityJoycityOnlineMulti-Player,MMO,OnlineCo-op,SteamTradingCards,PartialControllerSupport"
battlebrothers,Battle Brothers,"Indie,RPG,Strategy","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Strategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccess","OverhypeStudios,OverhypeStudios",OverhypeStudios,"Indie,RPG,StrategyOverhypeStudios,OverhypeStudiosOverhypeStudios","Indie,RPG,StrategyStrategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccessOverhypeStudios","Indie,RPG,StrategyStrategy,Turn-BasedCombat,Medieval,RPG,Turn-BasedTactics,OpenWorld,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,ProceduralGeneration,PermaDeath,ReplayValue,Fantasy,Turn-BasedStrategy,Rogue-like,CRPG,EarlyAccessSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Indie,RPG,StrategyOverhypeStudios,OverhypeStudiosOverhypeStudiosSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
endlesslegend,Endless Legend™,"RPG,Strategy","Single-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","Strategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,Sandbox","SEGA,SEGA",AMPLITUDEStudios,"RPG,StrategySEGA,SEGAAMPLITUDEStudios","RPG,StrategyStrategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,SandboxAMPLITUDEStudios","RPG,StrategyStrategy,4X,Turn-Based,Turn-BasedStrategy,Fantasy,HexGrid,Multiplayer,Singleplayer,GreatSoundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,GrandStrategy,Medieval,Atmospheric,OpenWorld,Exploration,SandboxSingle-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud","RPG,StrategySEGA,SEGAAMPLITUDEStudiosSingle-player,Multi-player,OnlineMulti-Player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,SteamWorkshop,PartialControllerSupport,SteamCloud"
warface,Warface,"Action,FreetoPlay,MassivelyMultiplayer","Multi-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","FreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrack","MY.GAMES,MY.GAMES",MY.GAMES,"Action,FreetoPlay,MassivelyMultiplayerMY.GAMES,MY.GAMESMY.GAMES","Action,FreetoPlay,MassivelyMultiplayerFreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrackMY.GAMES","Action,FreetoPlay,MassivelyMultiplayerFreetoPlay,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,OnlineCo-Op,War,PvP,Military,MassivelyMultiplayer,Team-Based,Tactical,Zombies,OpenWorld,Adventure,Strategy,Simulation,GreatSoundtrackMulti-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases","Action,FreetoPlay,MassivelyMultiplayerMY.GAMES,MY.GAMESMY.GAMESMulti-player,OnlineMulti-Player,MMO,Co-op,OnlineCo-op,SteamAchievements,SteamTradingCards,In-AppPurchases"
empyriongalacticsurvival,Empyrion - Galactic Survival,"Adventure,Indie,Simulation,Strategy,EarlyAccess","Single-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport","EarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,Action","EleonGameStudios,EleonGameStudios",EleonGameStudios,"Adventure,Indie,Simulation,Strategy,EarlyAccessEleonGameStudios,EleonGameStudiosEleonGameStudios","Adventure,Indie,Simulation,Strategy,EarlyAccessEarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionEleonGameStudios","Adventure,Indie,Simulation,Strategy,EarlyAccessEarlyAccess,Survival,OpenWorld,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,EarlyAccess,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionSingle-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport","Adventure,Indie,Simulation,Strategy,EarlyAccessEleonGameStudios,EleonGameStudiosEleonGameStudiosSingle-player,Multi-player,Co-op,SteamWorkshop,PartialControllerSupport"
totalwarattila,Total War: ATTILA,Strategy,"Single-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud","Strategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,Adventure","SEGA,SEGA",CREATIVEASSEMBLY,"StrategySEGA,SEGACREATIVEASSEMBLY","StrategyStrategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,AdventureCREATIVEASSEMBLY","StrategyStrategy,Historical,War,Turn-BasedStrategy,GrandStrategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,RealTimeTactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,OpenWorld,Simulation,Survival,AdventureSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud","StrategySEGA,SEGACREATIVEASSEMBLYSingle-player,Multi-player,SteamAchievements,SteamTradingCards,SteamCloud"
prisonarchitect,Prison Architect,"Indie,Simulation,Strategy","Single-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor","Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,Comedy","ParadoxInteractive,ParadoxInteractive",IntroversionSoftware,"Indie,Simulation,StrategyParadoxInteractive,ParadoxInteractiveIntroversionSoftware","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,ComedyIntroversionSoftware","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,ResourceManagement,BaseBuilding,Economy,Top-Down,Moddable,CityBuilder,ReplayValue,EarlyAccess,Casual,Funny,Action,ComedySingle-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor","Indie,Simulation,StrategyParadoxInteractive,ParadoxInteractiveIntroversionSoftwareSingle-player,OnlineMulti-Player,SteamAchievements,SteamTradingCards,SteamWorkshop,SteamCloud,Includesleveleditor"
oriandtheblindforest,Ori and the Blind Forest,Action,"Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats","GreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5D","XboxGameStudios,XboxGameStudios",MoonStudiosGmbH,"ActionXboxGameStudios,XboxGameStudiosMoonStudiosGmbH","ActionGreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5DMoonStudiosGmbH","ActionGreatSoundtrack,Atmospheric,Platformer,Adventure,StoryRich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,SideScroller,FamilyFriendly,OpenWorld,RPG,2.5DSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats","ActionXboxGameStudios,XboxGameStudiosMoonStudiosGmbHSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats"
